COUPON_ID_hash,COUPON_ID_hash_NEW
2db34114d8356ba426bee1c0d471dbf6,72.0
1c1e4fb8dce1d3a89025b9063bf1b59a,73.0
59d92d8e7c766444ecff1a2225a14d38,74.0
650dd7284cfbeeb8f80b731b9593f444,75.0
7f6fb14b263eedb7d8761b5d4926876a,76.0
202b7096c0b5b318dedfb6800a8d7202,77.0
5cb72a8e96d3ad865bde7bb0f9805865,78.0
3bc4d614dce28419f95f9d674afcf80f,1291.0
2d68548f08e9b345f6f730dc945dc093,80.0
5a0533adee7367bfe729dfd5e69baa9f,81.0
eb484e8b9b60de7f7e172399c2b00057,82.0
f1fad4b1ddc0a29cf907901a48d38d25,83.0
5f20fb76cb7c51437afd9235ffdcd0f9,84.0
9ec7ccac0303f0f476a8f57cfd1dafcb,85.0
7eb42752651c189e0f55ea07214575b4,86.0
3f643f028a234694b72243332e4b85f5,87.0
bf3c6315f1f4a4064a8f51d41657f663,89.0
aca067b110822998ac69cb4abf80e7f3,13163.0
649261e6e05f60cd01751c77209eabf7,91.0
cf23f82523a189f8f73ea7a111f7c573,93.0
fba69f3a234b8b0463d605d0a159c53c,9453.0
a84ccffdef913d04a792e1c6b203790e,95.0
ecd0f9a9744bffc72f0a1c87253b0a67,96.0
5e1af6a260c815623927d4b4ca3605a9,97.0
5b125a480d11557509a2500f703fb742,98.0
da9209067a7c7f10b63a7e505918e352,99.0
d4044d9643e305fc4a4c05124059d31a,100.0
aa08fc1cd0b2838e55ad1a05ca60b6ff,101.0
1e3709409081624c135ca52beb74c067,102.0
fb4820f7a6c34c281a816ba63747dcf4,15822.0
bff504c50ccf0b7710bd5dd8395d40f2,104.0
0b02e916d5dda1439509a3a2718549ef,105.0
e44d1363a1b0da3b796d0312d545f87b,106.0
ba7801974b75523bc227a0a52b90ec85,107.0
53ce18d34281d3ce95dc7e40dfa99fdd,109.0
4e7648cc3555898bcb3cb028d8259ac1,110.0
37c0416133cd5560e8073fd4d77777ca,111.0
162feb9390033a5a3a9b57f82d8a1062,13168.0
81196985169cbb41463d0d2340d1a14d,113.0
a78004d08bbf1368c0411ffde539cbdd,115.0
8e7da2b68688884c6e82186f9bc7f424,116.0
3d3546ad254f98224822709d2b1cba18,118.0
5510df2ff0c966343d3479e725f73aa1,16473.0
edc110257e17a9e0068963ffc9562dd1,120.0
e9d28d0c46cbd61210b1baaf755aff86,121.0
901d773640385a5c383414023e5ee876,122.0
0491980cfc7c545d4c7d40f7909ebe7f,123.0
0f9bdfa8dea034476ac7be559d390350,124.0
bb5b81ed57becc51758af0fe7d902177,771.0
f4e6eea124a7ce5ab1e17299e9f4b538,127.0
023b89980566cfce7fe14d03b3e3a93d,13170.0
053e45403ddcf9c6acd6aea7a2cff580,129.0
d32c5fa5f68a86289ae2401e6a360d45,130.0
e9e45f28792d8b7bfbba47afdc5c93ff,131.0
c1be32be780297fb668849496ae7ea96,132.0
5577d5937ed49a0c392055d514fcb813,133.0
bb03b3e3fc372dfc7220520874a26b94,134.0
098aa5b929ffd8288586bcde3cc2188b,17535.0
0eb4f460a216379df35a7279456cda69,135.0
58495b8019230cb41d72cdc9d08a90f3,17974.0
99379fac9465388b7519327e11c08eba,16045.0
3cbd139bd19083d7b65ec2ffadad8658,9873.0
825ccdaed7e16ff24cd416be91fc74eb,138.0
508852a0f17b6743ea1749e4a7c183f2,139.0
b7480eeedee77693bfbb3110e2bf904c,140.0
8e1c9f649a2c5201db1c868eb5a00cb6,141.0
2fb7ba1f3f2ba940da4dffc1a3081cb1,142.0
e0ecdd78d65452659609fc4aa4f292c9,144.0
9d22734dfab2daec9b3dd0ea74a912fa,145.0
0265f1397484742ff5afeb4ba9650a6f,146.0
c0491ee736464e05dbc26fc6bbb5d6f6,147.0
fdd6f4794ce9d1e41db57718b22db597,148.0
5f3c95ef0a07bde6e074bfb035f79bad,149.0
e47f88d054385b71e1a092007f3672fa,150.0
99f720eb82680d32529738bc7d54fcd0,151.0
d79c6558089b3762fb808e7b560bbe1c,152.0
fbf8a15152a084845c46291a6c68efc7,1123.0
db1e029f26e06a7f2d2cbf3c22baa276,154.0
fb432a13ded87b59d1ed13c97d1e39b9,155.0
7f5cb7df8a3ed248af17029618208b09,156.0
182b9eea35c72a72768b6c05f2767983,16482.0
c488ce89790aa52c147118769242465e,158.0
ab731a13f99acd224e7614e94d1e7c70,7997.0
098348982bfda5f2eedc46b350c6df00,1022.0
c998e95d41fa9a86ee8c8c88e6569a11,162.0
e7b2ab50d7eb1ab8d9ac549c9dd820e0,163.0
9ddb92241bb0bddd10abda0281ac3cd8,164.0
b7260df8c20ea5a92ff0a22b66dc8406,165.0
35458f81e2c31405b59f5a3a2024f823,166.0
bf7bf122398fd98fd1689c5985930614,168.0
be49220d94974be35227d79232dc66c7,169.0
35feead95cc11af72569b74c228b521a,170.0
b35228daeb4441c4025cbec48fb43467,8731.0
839158b38a09f74d5b6b10bd77560529,172.0
865f0b29ca92f8c5b15289a8a5fb9109,173.0
83e9454bb5f845a63af99ea960abc56a,16485.0
45ca010c21f91a306bdbe243cba1f92b,175.0
748e9c57a4d348088b75ea96c8c019ce,176.0
7739428cbceaf603c85a159d7a14723d,177.0
c2bf16da37c3c3ccd0aef556b1527bbe,178.0
70faec5ccd7fa9586af5db42f44cca9e,179.0
9074bcb06acf13b810c4e592b87850c8,180.0
4b386c4ea9511386b0c8abcb065e44d0,181.0
919dd52dc20ae593b97c57022cc9c8f5,183.0
bc68e5b49462f12bdf5813715970fc72,184.0
5364b55a6dde2ad1fc22cf8ad9fc942e,186.0
49ff63a12b93cd6751dd2ff86328ada4,13180.0
1d2560522219a6f07bbaa4ecd5820f40,188.0
5ac4ec37ceba9f68acda39e385c03d19,189.0
f77dd762822089cc8f6d00f722d26215,190.0
793ab7e8d00848ce9461e80c1dfcc0b1,191.0
f303fe2c23ae1e0b5cd63d21e90dc740,13181.0
7a30a686c8dfdbe47552c2b11fe5e57e,193.0
6fc9f904f95c2685dc5eee98c7c86eec,194.0
612f6bfb5465bc7477b1d8ef812dcb96,195.0
06d3e57ddec153da4622496bb08e371c,196.0
968c9419f5d8a7ed46eb8dd920edd704,197.0
c8ad7479a7446b7c39e5178c019a803b,198.0
4e28f81c8f916b5bbbbd8cc8b93e6888,199.0
9daae3927bd769fbfd25404dec6c580b,200.0
c338612a44b10e5ad98dd4acefe689cc,201.0
b3542d65570a6646cb1220cb410f77cc,6475.0
7ee2f0702e3fc8feded47ae3779583dc,204.0
034d2d14221be80dc97a1e72f58f4796,205.0
44dbdcace1b227b59c47634e2b42d777,3609.0
0c3a969f75eaea14942be361d05285c9,19246.0
b5ba0d707dbb5762c69be2831c6e1a16,209.0
0cdd09ad0f231c71904814b6c714edbd,1275.0
fe25a5cfdc02c99d415fac38b4b71f1f,17073.0
58e09d61c5bcfebcc8e054d66efde22b,211.0
761cadd2fff8984f0f320aeb1d610853,213.0
e3c8ab6154c57dc1a532c853cde73ae1,214.0
5615e8a1b05ebfe516f511f08f28cd37,1321.0
73887ffc3d6e5295ebd1de4f27277025,217.0
adbf0a39555088619a845163f226b190,1337.0
71cb8aba5e955dd08f5732d7df966480,219.0
074bee8f8fde6ffb3a7968b669956fdc,220.0
dd3ca528d5087e244e90d56c40fb8758,221.0
f30ab902792b5d7890e5cb4a35149963,222.0
1c040a2aca60f2d74542f572f3ab1789,223.0
ad57c36f9ffc03e453d25124d3006b3b,9886.0
1822994ed2cc3071a39624b64710d36c,225.0
05031da518b69e4e065e07c0461c0958,226.0
c0d22b2252fa23eb3c44d8edce1804fb,228.0
9b7ac4eedea49f4181a53821f93a943f,230.0
ad85c9c6e8fc7db89d77f40c31edac2f,231.0
d20e6a47a57c38da21ac35646bf53571,9888.0
b3b6d6d0660a0646addb514872828bd6,234.0
f9ecc715b07f0831246089b56e7cc824,9889.0
e08c2a3e82e54d9a6956b98d1b50b89c,11110.0
769d54ad6519df07aa35ef3fc883144a,237.0
5b72db1d911ebf3c3975873bed9352ed,13192.0
cd228ae5ea42450bee920ca4bcc6f099,239.0
b8cddb99cdbc890670ce284ca3c1b61b,10737.0
9f34ba7daf32968a3b15c12cc19a3c00,240.0
e100f1fa1753238657e8dca6e7562cb7,1.0
a07b5328b2ff82c3aaea55589bbd2325,242.0
59fd01ce8df1c971cbb9aa0c820eb549,13193.0
c9224f8579db284fa3d7a5124206fbca,10175.0
40c86ed11982c33000d0b29526c9bece,245.0
08458326d491596c877dffb9f7dd5a74,246.0
2881fb6a87777e41629ff6badc7e6d33,247.0
465fc28e86c155268e22b8a58b635293,248.0
9b66d0d2fa08dd7060419de054fcbc78,250.0
994cbd0893a02c1735e625e42caff753,252.0
52c21603bd33b6af1c85eaf6bbc02345,253.0
484c7e6bfabbdd1ad83917c5f2f9b5e4,254.0
3db75185582d45687996a67098314c7c,255.0
fb748916df1c37d122199d84acbea385,256.0
c4aec52c69e814042d0c975b50b0cd7c,19457.0
8d990ff5b4e6d973dca8406640e99501,257.0
be5f66ce12b2342ec0cdf9da9e96806e,258.0
b5f5c545954434caf6543f1a1deae9e4,259.0
ce92da30fe974a6df22a13d68d80894d,260.0
87765db4203bcef495df4a0e33077d3a,261.0
f978de374db5fe0cf4d57e2ed80d3854,263.0
3dc1403589693f891ca9d5f1967ad139,264.0
c053aae1cf61433eb0ee89241b1d8118,18168.0
a86b4e44463c3fd22402a28b0c995ff3,267.0
070e92de8e9d969fd170acf16c33d858,268.0
99794fcf813fb388613d04a659ba9f06,13881.0
14dd1f0a92598923368185b931cb1ba8,269.0
53ebd0308dde62871459f2fc63d07000,270.0
7d6cf8e01ccf7e69a89a5bb5dea8dacd,272.0
df0df46049560fd108f8dd89c08bf801,273.0
6c62705eac2589cf27fca3563bcd39e8,274.0
bbcc9d67979f08dc02abea806750effb,275.0
fb616b9b2bdee1dd7ab526d2812329f4,276.0
e974534d27f0eb1af1922b6a03536fac,9897.0
1eff59eee3d7a14aa86d8f3e7b5a5858,278.0
4bd2d309deaf10d95d639f781f44460b,18609.0
f66680e8d3aee456a49d7d56e9279771,1684.0
d58d538342464db2f1f0f0c169f0b6ec,280.0
f9410fcd949568c6f2180d25d1ea6c96,281.0
1c962e82af257b654d30afce62a811c9,282.0
92aee154fe042fb79d640fa28dcedfe3,1703.0
ea6341b9d8c118721093a51cd32ab174,284.0
1e686b0c5cc7caf58d26bfaf1d673c17,285.0
e46e3c17baca072d493a2bc47d6addf8,286.0
65227c3e81b1d214691823aa37427bb1,288.0
eb45c400be8ae4591963cb18ca52dc6c,289.0
89c4baad3583d8c80e0d885979c57605,290.0
8a656b66c6c7951d7aa87c1532498be3,291.0
aaec1dd248375b2f44d734f0663e9ff2,292.0
1664c44c0bc88929a3cc87390187417d,13201.0
91e1ac4a4e68938ea566aa03de4fa2bf,303.0
f5e4bd7f287fdf26846152284889e0b5,295.0
4c44b96d57d1d8ff70bd81cdb124714a,296.0
82894d819d38543147c66d2f6b1aa737,1794.0
fd3206be1b4d547d13720ffc70a28833,299.0
794f7eca41e067e8663890327a9ed46e,300.0
f52a4d013288b9b07de7c52eeaf940ef,301.0
00dab4a65b2456116826ad78a77f11b9,302.0
04f1a4d3e7404630a1f0136bf9b7245a,304.0
88d7afd42f1aa7112cad6875246e94d3,6605.0
b224d99328b49346db4e45a9af74167a,306.0
7d1ce87a632bc4a57cfb4fc4a895cced,307.0
06beba11aeaec9030caafdda2b9b108e,308.0
6f07945d01e094053c8ee8286983f8a5,309.0
1c5c11034c4ef78d80a6e737abc3390e,17647.0
83329c5a062fd7c754d985ffb6da5cee,311.0
b6bf1d75ac8374bbcfb003186fd48762,312.0
2248e8ae8fd3ae9d9e7b5033acae5f55,19015.0
d039e590069ea9f8e5007e764e2fa343,314.0
b61b53eeb57c0dc826f30ee03c376cb4,315.0
0857936f09731f75a4286998fc00b42d,16506.0
4ce33b6ae4355d5ad3c8a84ec1cb5c32,317.0
5013c0800f96454f79dcfe65473098ad,318.0
f4fd44958daab66b234a89c1e2e8c2c1,319.0
6c87dd4cd011fe77488db81a1accc521,320.0
cc5a7bb7bbb764340aa14b74f35af506,321.0
ad0d5ac87ed0b30da9d321fc03f1e562,322.0
82ef32c9568484b6ea6b89cd59c4c080,323.0
eec6cd06a8f77a0347cc428d1670f5c0,324.0
776786d69d59b3abbc180df673ba7a28,13205.0
4bf0c55368fcd84e574beee48f278642,326.0
631f833a0c59569b580e5a40057e5654,16508.0
7b80c4a274c1362839be393a6fcb823f,328.0
50f26a02afe64502f076ac26be8d9d94,329.0
e2fdf07a3ea6fec2f919ed4baea11ca7,330.0
1b3baba607867338ce32266791ce15f9,331.0
76f5e2e6d73b28ed108c6683df63317e,332.0
8c5152efe405e7625d02dfd71c299518,333.0
4927668df75cc203ab510f46f07086ca,16510.0
1a982325ce4be607b2aeb56177e9726f,335.0
02f2ead136b67f001ed3b704de6ece7e,336.0
8494fa7d87a4db4ad162b253db3ca87e,337.0
68bed264ff69a0e3c93ead65d56a494d,338.0
26941c58eb393048e318d95520649d37,6031.0
3e7fa671394e74632fff65a63131436d,340.0
e5123321734c586e4a4beda7bd448482,341.0
35e6358f5c16a635f9d51838f7a984c6,342.0
026211732984f0578744beca90f9efac,343.0
8afbf46a566dab203040c70458d47286,344.0
339baf61b62c7760a948bf6e3d3a4560,345.0
ebd0e9de95a2278497b591abab17f990,346.0
0f24d44f67545c0efc76e8e3ebe1dac9,347.0
c3923060982988d1df9ea2dc5810cb3b,348.0
6e5b5558bcafb78b7392101150f3d43b,19652.0
c2698c1b9e57955277f0e611e735bbef,350.0
70f406973606440a7cfde83370e75685,351.0
64701a13fa4f6effaa4e417848adb490,352.0
a8cc741b2bf4c53387b99f65e6806779,353.0
84f9e56f14d1d8b66096835409e56ded,16515.0
f9083fdd10d27a9094b78ddb1858fe31,11457.0
045dd42ed5f7115399dd033bb78aa678,356.0
0ee0208e0351416593194d07c4594c55,357.0
0ab54215a34d25bc6f37ba5f80ce7f5b,358.0
64e4a620225db4bf548991688ea33327,359.0
2eb081cfa9c79dde1023b0255d6f95f5,360.0
78eb2c7c6df996496efcb1ea3bcb16d1,361.0
da721a92829add65ef6e4485090998ab,362.0
06dfeec4909491851ba6e82e256e8eb3,363.0
afbb647bf6cc6bff04f1eeec90a9558e,364.0
fdaacad642bc835152c1f435dd0334f5,365.0
84064c07d771eb142c204a9a68be7ad1,366.0
b88d4cce1bd0d0c06fc8e1a90ebac62f,367.0
bcde335414ce67fd58f2ab77c213ebe5,16517.0
1a4897b9655f27540ca8cdf5131dabb7,369.0
41bfe974f26be30ebce6a3752ddaa4db,370.0
7952e81fdf29e2f711a2c1691bebc9f6,371.0
f42306b7316eab43d717ab5e5dcb03ab,372.0
44753a6f0fef9eaf48fb6236756d8a2f,373.0
95bf2e4643dacf84694b8c37da4a6cdf,374.0
0ca54c5f3ef9311e5f11d69eece6a1e7,375.0
620eb242beaa1f297058068188d17235,376.0
3f7b91ce12d3a44a5603b8d2cdadc184,16043.0
add8ec3461ea8ab81ced0b2c54ecbdf4,377.0
33a8b5e8be609b4ab23ba32ee63bad92,2280.0
4c95bc97f44431d07effc50ef7126eae,379.0
0daea3f1cb9f91587b17b38394cd3bf2,380.0
589ba27d0fbf52f7d097376bad03f707,382.0
3d91319c4797b16c30ea4f3430bd247d,383.0
cfca2339bdbce8221d3212feadc8e4c1,384.0
0d6abdbf699d3b218daf1594298db102,385.0
8a5d5275804dd532afdb73196e4b1d04,17447.0
c8a947bc32c2295dc6adf84d01b7ff44,387.0
48870cd3eb7397278b43be947781514a,388.0
33a9b2e2f4a65490e488576f90bd5733,389.0
5ce12e44433a68893b4c0438fb659380,390.0
862a125956179e360082baa341abee8d,391.0
86368c54bcbd7ccc370234b78d00730c,392.0
9a51d99304e881f9971b70ed51b9bb90,393.0
48677a89b68a27ef8b5a4f95f79afd8c,2382.0
37a34767105fd2479b1c561218f49213,396.0
9d9fd50bafbb73cb6c1970f8890b34de,397.0
96a1d1d7968a476f5877730dabe7c239,398.0
f89fe276db2982bc4d213212e17aa869,399.0
1144ca70de78729e97f94fd8ceb57abc,400.0
e665f991cff08ad1288bff926d6d5182,401.0
6fd495a7c3fea5e07c28cccb1b312473,402.0
a384dd803edc589d76a4ad6def48a270,403.0
4e0b137c645a856c670db82eb39dd0ed,404.0
db2723feed3319294b78f48849d42f57,405.0
a058ff5759a96449578d018c45a5ecc5,406.0
78507549b529b8573b5c3f24e0dcca94,407.0
52aa5a35e1478cce83358396b40fdd7b,408.0
0de15d6a03c09546a50f10c5d05eb203,410.0
f6ba9297ea699f050759cdf898b2820d,15121.0
ba6ef575a63da181a45009e942a65f17,412.0
7cdf26aca36b0a3f8a2a08928a6e7ee2,413.0
314dd42ecce49d2c902a352451215933,5014.0
21c8af7d762e3ec5183cc3b2c81e059e,18896.0
9ac772cb468272d4f25198bd3e0581c8,415.0
ad1bce86b88185f06cfe5e730c5b2173,416.0
2c92750a0ac8474b1d7de3cdd2bc2e27,417.0
a49084d618b1b243174d20a9baeee3c2,418.0
5125281499487515cd0d512aac05597d,419.0
463bacfcc02d4fa7b5a0e37360fe7e5f,420.0
47da25aee3028f446ee02bcc7bcff6a2,421.0
9a28d59b90a4d42a09cab9280d49c7cf,422.0
d05065455b36d76114fc8ca77bc20b08,6623.0
3c90b332bfe1cd0e86bb4cb148144b48,424.0
4cb6a9dc0df3aa4e7fe7161a705695af,19185.0
f28215b9c19741dbfb34bb20983efceb,425.0
422ef71cc3cafa72e0771549af38fe55,426.0
14d48e49a1f4bd764006324db89d5dd0,16528.0
ac389f13989fb5a9ac1de066948f957e,427.0
86b5b65fe69cc96ffb58bbc610a45d26,429.0
a6f925af9ddb2ea4763131da8afb7044,430.0
54cab5f26dc209b675a2b52c50e773d2,431.0
1d0b0e3432914f6335b5e55a7e87d045,433.0
a63d499d00cb262371feaef4ecd9f74c,9924.0
aa2c92391aaf248633b81f2142bdf2ef,435.0
c48af56786d578941ff0ed08e3878f67,436.0
d7b640e9f43b409c5f01b365e93a558e,15340.0
3c17d67e3969a32acf296de2702db704,437.0
526ba2538b5935efc1723e5eedff9f8e,439.0
14cb8c69eeaed904588ee6db48cdbb1b,440.0
9df07256e4d08ef57a96d4f21e650209,441.0
f322fbf45bd093d38757e20e8cc76638,442.0
ab8fb83f6ad431e00193897110c647e9,443.0
27d446b17a886aee2f65be3e54dcd77c,444.0
92083ce0ed5a4846c0c4eeb5ff158d27,2659.0
f49285be59b56a70bf599bd45ed58b2d,446.0
d05846484a47ef0f2b2f600d88f871ce,18847.0
70af8a2d96f37b2ea35e563b0465e4e1,447.0
8f7b79b7ffffa25ecbe3aa2aa48034d6,18665.0
517a9084bf2b94bb5a060629adcc6f9b,561.0
81c1c7241aadbb323b38689a64fbc83a,449.0
82e9c34a0117cbf00612887f881b3666,450.0
66baf9f94a61daa9db66e649fd07303f,451.0
5e58ccf27751ff05bcb0e48c6005a9c1,452.0
a2c1d3b68bb465300971a1595baad1d5,453.0
0f91c492e7e2d258b14c9c7f34f1ef6f,455.0
bb32337d7e1d9547af77108227e71ce0,17698.0
820f780e85fdd0d8ca8dfa51b70cbb25,13356.0
db762e944f7efcc807c1df876c212b6e,457.0
f55c94b69cbf8f753980cd07118a99a0,17406.0
0687feb57178bd3b5a96bbbc7a72d7ac,458.0
7991a2dd33b62d22f1bc3579ac148151,8318.0
38c9f082b101a1eff1a02e1c9991722d,460.0
8467ff82007954f5e555c124b9b5bc1c,461.0
5393dac386fdaf4352d04c3feffe4e90,463.0
e35d54955ec631c91dacd86f4c039daa,464.0
fd6c69f79ab14a03a5bfea4bb1477f6c,465.0
41e7110912d8ec60bab792dafe43fa12,9930.0
8f5c3a2c27f7e024de210735f874ff94,13714.0
83317c3d0fc95e3d36275590936abe72,467.0
120892093803100e35d7d93a57499ba6,468.0
c2c0512cab69ba0600527e336aea6104,18737.0
e2295532db73326582aef073719f3878,1424.0
e59f51619f34ee7f2c1f420884755088,470.0
32107e5205afb3f251b92bae18158fe3,471.0
6703ce5e6a790d20b96030afdfd78a31,472.0
d29220eed44904a16ff1476f45b4ad8e,473.0
34644ed02e49515a8a80a0981690ed01,474.0
4e35d1bd3de8611ed3e6a0ee96354121,475.0
7a9b18a5a3d7635817442726df07d78e,476.0
7d73f8088cfc6352fc29ed5b1fbcc7b7,477.0
f39e83a83d8888dfca6b36d1fb860d96,478.0
e80b9a1fa9a8e35446f03dbbd7313a87,479.0
fbaa129c0ae189e6f2dba5d03295ff13,480.0
949919a1204cf228a4a29bbae7325f03,481.0
a4a17358ad70a8f59b4bebb7c1cf5c31,482.0
e1c133f6e416a10aef0f2ae9a450ba91,5322.0
21335f6f262c7071e4c77822191c2447,14625.0
714659327823b3a4b48e6b25d100a9b8,485.0
7c7cd414882b6b0a5a2dcc4594fe48ec,486.0
5fbd483327b34b07555e7ed4c7770437,487.0
c04226358bfbded3ec67dfc47a17d367,7524.0
0c07ccd7ca8b86c5e03921ec5fce7386,489.0
7ad55a92258208b12a8428c4b0c7394f,490.0
99395745a0b38da24079db013156f2f3,18190.0
aaf7befb1a2f7cf5cba83c1f9aa1244f,491.0
7a45fa22163a65cabc8f1c873cef31d9,493.0
9bfd53e88f6fa1354f86586df986c109,13848.0
0c4a2cc6f5554ab0c8de1f3cd1f2cef0,495.0
4bb514d6a036c3caba31d4b62f873cd7,496.0
86b8def563b360482d17241f7e76d28f,498.0
cbe9bb9c430a1b12687ee5343278d880,499.0
fe6bde57a98e98c49f8ddccb8aae4585,500.0
37c77a9a3f815934358a46aa3f15e349,3006.0
dd3d784971e42caec88df98b694da302,502.0
3a2e578a65d0bb1a51d2dfb162d909e3,503.0
cce440a693abf7191cd66aa6b0633bc0,79.0
08bba9cced158a3897c8c08b85f7082c,505.0
e6f93dfb068df4ca6ac4272d798409e7,506.0
f24371c201f0f33b58dc4bc197a043c7,508.0
a14c703ea367aca8121f9dd439f0ca2d,510.0
5d6ade1b5d4778f6fd4312210d687175,511.0
d5fe5c8fe9d2784c3768a0b6ab42d4ba,512.0
478a3060504997ce1f481d09ad47370a,514.0
40b5dc0a9f5a25959e55b96650fb57b5,515.0
7602a230ea09124f6512efd2e04af634,516.0
09c0a5b3041c22138b3eedf0e86e0f8f,517.0
6338c98a738e1b8ed54e2f94a341e627,3378.0
5737010e6336af3740ac3ccd0cf7f616,519.0
41aef34d4c4a55e2ff741be97a584a47,520.0
be5b9ce9799e27c3b0371126062ffe9d,521.0
857c94ccfc108714424dc42b56c11f4e,522.0
95c8de35fe471f1d2a932e60bf2b5d67,524.0
d813eb9f25f09bb31eb1a395bee46dd8,18775.0
1476356571e97fe6f838041e3dd1a29c,18042.0
921eb6ea32b2195f70c073f9a7ad2a26,6639.0
db3d881e26bd240594f2fe82778f92fc,529.0
72e749afc158b1c84409f4f0452d5dfb,11499.0
cef38abd9aea06e568b6e328a06cd417,531.0
11cdfdca0b54553f37b861cdd79e7bcf,9941.0
aa289f63431d30da4301f49bfeebde8c,3179.0
f7d320e1041323c18fed4a42cc5d78d3,536.0
f83f21fa6378ea949b5b3ae22174cf07,537.0
d08d822db0aead05ca18342a0f3a8976,541.0
94848e308df1c86a7f1855158b6215aa,542.0
cb0244705306aafccc47bfe62ece39d3,543.0
f6ec508fe88c28b3f97aab27def337e0,544.0
27d51373a8649250e4cf0dd0d6d39a71,545.0
b916a0db842f6004c8ae60e6698f31d3,546.0
4f8d8ee6d6db74dc7c5f2b39148b85be,547.0
b3980f2d6fa46ac79d207326d656be89,548.0
faddf2337dfe9c245e9404a6e30933ef,549.0
87df34c6ef7b6b518812265dcf163411,13239.0
1aba99b92de79b06d581becfdec17b1f,3274.0
bedb8ba107097c86f01279ce7598e4ad,552.0
31740a9b1811ba6903b7c1fc14bdb7c7,553.0
7d2fcdeee2fb95bff7d27cbdf6d34177,554.0
f2cd2435f191c907fd599f9af68c4ba7,555.0
349addaa164b406436576b7275076332,556.0
59002a730d7b1d1d3a0777dfa2725784,14941.0
e56a866487df621415a59241af970ada,558.0
4484272e65240be17cf93c84b3783083,559.0
